year,qualfield,gender_detail,lfs,count,pc,group,married,agegroup,code,gender,childgroup,child,mfc,bach,uniform,field,.group
2006,B. Commerce,f,"Employed, worked full-time",NA,0.5662910598990234,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Commerce,6
2006,B. Commerce,f,"Employed, worked part-time",NA,0.2509998059992989,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Commerce,7
2006,B. Commerce,f,"Employed, away from work",NA,0.03703968731482783,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Commerce,8
2006,B. Commerce,f,Not in the labour force,NA,0.129889395837904,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Commerce,9
2006,B. Commerce,f,Unemployed,NA,0.0157800509489459,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Commerce,10
2006,B. Education,f,"Employed, worked full-time",NA,0.5798550661259242,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Education,11
2006,B. Education,f,"Employed, worked part-time",NA,0.2919384956998525,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Education,12
2006,B. Education,f,"Employed, away from work",NA,0.04061233529822343,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Education,13
2006,B. Education,f,Not in the labour force,NA,0.07940062631657624,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Education,14
2006,B. Education,f,Unemployed,NA,0.008193476559423731,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Education,15
2006,B. Engineering,f,"Employed, worked full-time",NA,0.5557755654297746,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Engineering,16
2006,B. Engineering,f,"Employed, worked part-time",NA,0.22295436839167043,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Engineering,17
2006,B. Engineering,f,"Employed, away from work",NA,0.0335488873476208,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Engineering,18
2006,B. Engineering,f,Not in the labour force,NA,0.1768886133788462,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Engineering,19
2006,B. Engineering,f,Unemployed,NA,0.010832565452087977,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Engineering,20
2006,B. Humanities,f,"Employed, worked full-time",NA,0.4421230423827528,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Humanities,21
2006,B. Humanities,f,"Employed, worked part-time",NA,0.32228530523760385,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Humanities,22
2006,B. Humanities,f,"Employed, away from work",NA,0.0388483224960335,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Humanities,23
2006,B. Humanities,f,Not in the labour force,NA,0.18340280489279515,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Humanities,24
2006,B. Humanities,f,Unemployed,NA,0.01334052499081476,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Humanities,25
2006,B. IT,f,"Employed, worked full-time",NA,0.5694732795469987,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,IT,26
2006,B. IT,f,"Employed, worked part-time",NA,0.2416333877861207,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,IT,27
2006,B. IT,f,"Employed, away from work",NA,0.04772541624347616,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,IT,28
2006,B. IT,f,Not in the labour force,NA,0.11949567810972475,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,IT,29
2006,B. IT,f,Unemployed,NA,0.021672238313679676,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,IT,30
2006,B. Law,f,"Employed, worked full-time",NA,0.5458217056660905,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Law,31
2006,B. Law,f,"Employed, worked part-time",NA,0.26983042274575886,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Law,32
2006,B. Law,f,"Employed, away from work",NA,0.04516783036412776,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Law,33
2006,B. Law,f,Not in the labour force,NA,0.12915725608977938,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Law,34
2006,B. Law,f,Unemployed,NA,0.010022785134243567,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Law,35
2006,B. Medicine,f,"Employed, worked full-time",NA,0.4683397444436729,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Medicine,36
2006,B. Medicine,f,"Employed, worked part-time",NA,0.4177719222754136,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Medicine,37
2006,B. Medicine,f,"Employed, away from work",NA,0.04878364833286745,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Medicine,38
2006,B. Medicine,f,Not in the labour force,NA,0.06223329910557351,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Medicine,39
2006,B. Medicine,f,Unemployed,NA,0.0028713858424725823,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Medicine,40
2006,B. Nursing,f,"Employed, worked full-time",NA,0.38829453836105704,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Nursing,41
2006,B. Nursing,f,"Employed, worked part-time",NA,0.45644394576268565,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Nursing,42
2006,B. Nursing,f,"Employed, away from work",NA,0.057589742233010124,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Nursing,43
2006,B. Nursing,f,Not in the labour force,NA,0.09144553084568395,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Nursing,44
2006,B. Nursing,f,Unemployed,NA,0.0062262427975632645,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Nursing,45
2006,B. Other health,f,"Employed, worked full-time",NA,0.40177192048844873,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Other health,46
2006,B. Other health,f,"Employed, worked part-time",NA,0.4597441536138885,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Other health,47
2006,B. Other health,f,"Employed, away from work",NA,0.03836918490951546,lfs.4554.uniform.mar,TRUE,4554,f.mar,f,FALSE,NA,NA,TRUE,TRUE,Other health,48
