year,qualfield,gender_detail,lfs,count,pc,group,married,agegroup,code,gender,childgroup,child,mfc,bach,uniform,field,.group
2006,B. Commerce,m,"Employed, worked full-time",NA,0.8713963502107455,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Commerce,6
2006,B. Commerce,m,"Employed, worked part-time",NA,0.05717947442525981,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Commerce,7
2006,B. Commerce,m,"Employed, away from work",NA,0.026992141469800883,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Commerce,8
2006,B. Commerce,m,Not in the labour force,NA,0.028995880565608537,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Commerce,9
2006,B. Commerce,m,Unemployed,NA,0.0154361533285853,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Commerce,10
2006,B. Education,m,"Employed, worked full-time",NA,0.8176900624212549,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Education,11
2006,B. Education,m,"Employed, worked part-time",NA,0.10613390817799422,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Education,12
2006,B. Education,m,"Employed, away from work",NA,0.04593192089391017,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Education,13
2006,B. Education,m,Not in the labour force,NA,0.02508993373726869,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Education,14
2006,B. Education,m,Unemployed,NA,0.005154174769572074,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Education,15
2006,B. Engineering,m,"Employed, worked full-time",NA,0.8608919508423422,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Engineering,16
2006,B. Engineering,m,"Employed, worked part-time",NA,0.06129875631990099,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Engineering,17
2006,B. Engineering,m,"Employed, away from work",NA,0.03238360063056437,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Engineering,18
2006,B. Engineering,m,Not in the labour force,NA,0.03306361604524666,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Engineering,19
2006,B. Engineering,m,Unemployed,NA,0.0123620761619458,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Engineering,20
2006,B. Humanities,m,"Employed, worked full-time",NA,0.7719885534993177,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Humanities,21
2006,B. Humanities,m,"Employed, worked part-time",NA,0.11571723559263014,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Humanities,22
2006,B. Humanities,m,"Employed, away from work",NA,0.040277892284926516,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Humanities,23
2006,B. Humanities,m,Not in the labour force,NA,0.06081839703459522,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Humanities,24
2006,B. Humanities,m,Unemployed,NA,0.011197921588530425,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Humanities,25
2006,B. IT,m,"Employed, worked full-time",NA,0.8413428900900193,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,IT,26
2006,B. IT,m,"Employed, worked part-time",NA,0.0762528315941078,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,IT,27
2006,B. IT,m,"Employed, away from work",NA,0.031851530377548946,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,IT,28
2006,B. IT,m,Not in the labour force,NA,0.03064067047983457,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,IT,29
2006,B. IT,m,Unemployed,NA,0.019912077458489403,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,IT,30
2006,B. Law,m,"Employed, worked full-time",NA,0.8696050121525326,lfs.4554.uniform.mar,TRUE,4554,m.mar,m,FALSE,NA,NA,TRUE,TRUE,Law,31
